,comment,date,filters,page_id,page_name,raw,reaction,search_term,share,title
3488,,3 Aug 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,208894229206908,Pertubuhan Komuniti Penderma Darah Malaysia,"Pertubuhan Komuniti Penderma Darah Malaysia
Page · 1.6K like this · Non-governmental organisation (NGO)
3 Aug 2018
  ·
  · …LATAR BELAKANG PERTUBUHAN Program Derma Darah “Setitik Darah Sejuta Harapan” yang diadakan oleh Pertubuhan Komuniti Penderma Darah Malaysia adalah, bertujuan agar masyarakat dapat memupuk perpaduan dan memartabatkan amalan bantu membantu sesama insan. MATLAMAT Matlamat utama program ini diadakan adalah untuk membantu menambahkan kekurangan bekalan darah di tabung bekalan darah hospital-hospital seluruh Malaysia sekaligus membantu mereka yang memerlukan bekalan darah pada saat-saat kecemasan. OBJEKTIF 1.1 Masyarakat dapat beramal kepada insan yang memerlukan darah. 1.2 Meningkatkan kesedaran masyarakat terhadap tanggungjawab sosial sesama insan. 1.3 Meningkatkan sumbangan persatuan Pertubuhan Komuniti Penderma Darah Malaysia, khususnya secara amnya kepada masyarakat umum. 1.4 Membantu pihak hospital tempatan untuk mendapatkan lebih ramai penderma darah terutamanya di kawasan setempat. 1.5 Meningkatkan pengetahuan dan memberikan pendedahan kepada ahli persatuan terhadap cara-cara melaksanakan aktiviti persatuan. 1.6 Memupuk semangat kekitaan dan saling bantu membantu di kalangan warga Malaysia dan dapat meningkatkan kesedaran, keprihatinan orang ramai tentang kepentingan menderma darah. PERLAKSANAAN MEKANISME PERLAKSANAAN 1.1 Persedian lokasi dan kempen kepada masyarakat penduduk setempat, akan dijalankan pada waktu dan hari program itu berlangsung, akan mendapat bantuan dan bahan kempen daripada pihak Hospital tempatan yang terlibat. 1.2 Pada hari program, kelengkapan dan staff Hospital tempatan akan menyediakan peralatan. Pegawai Perubatan dan Jururawat Hospital akan menjalankan pemeriksaan dan prosedur derma darah dari pukul 9.00pagi hingga 5.00petang AKTIVITI 1. Menganjurkan program kempen derma darah setiap hari diseluruh Malaysia 2. Bekerjasama dengan mana-mana NGO, Jabatan Kerajaan, Syarikat atau individu lain dalam menganjurkan kempen derma darah. 3. Menjaga kebajikan Ahli/Penderma darah Komuniti Perdarah. 4. Memberi Sijil Penghargaan dan Anugerah kepada penderma darah 5. Memberi penerangan/taklimat dan risalah berkaitan kesedaran menderma dara PENUTUP Secara keseluruhannya, kempen ini telah dapat dilaksanakan dengan lancar dan berkesan. Objektif yang ingin dicapai dalam penganjuran kempen menderma ini juga dapat di capai dengan kerjasama yang diberikan oleh AJK Pelaksana dan para penderma darah Seramai 1000 orang telah mendaftar dan separuh daripadanya layak menderma darah. Selain itu, sasaran jumlah penderma darah yang telah ditetapkan oleh unit-unit tabung darah pihak hospital tempatan juga telah tercapai, Akhir kata, sekalung ucapan terima kasih kepada Yang Dipertua Komuniti Perdarah, AJK Pelaksana, sukarelawan dan pihak yang membantu secara langsung dan tidak langsung sepanjang kempen dijalankan. Sumber: komunitiperdarah@blogspot.com
5
5",,Derma Darah,,"…LATAR BELAKANG PERTUBUHAN Program Derma Darah “Setitik Darah Sejuta Harapan” yang diadakan oleh Pertubuhan Komuniti Penderma Darah Malaysia adalah, bertujuan agar masyarakat dapat memupuk perpaduan dan memartabatkan amalan bantu membantu sesama insan. MATLAMAT Matlamat utama program ini diadakan adalah untuk membantu menambahkan kekurangan bekalan darah di tabung bekalan darah hospital-hospital seluruh Malaysia sekaligus membantu mereka yang memerlukan bekalan darah pada saat-saat kecemasan. OBJEKTIF 1.1 Masyarakat dapat beramal kepada insan yang memerlukan darah. 1.2 Meningkatkan kesedaran masyarakat terhadap tanggungjawab sosial sesama insan. 1.3 Meningkatkan sumbangan persatuan Pertubuhan Komuniti Penderma Darah Malaysia, khususnya secara amnya kepada masyarakat umum. 1.4 Membantu pihak hospital tempatan untuk mendapatkan lebih ramai penderma darah terutamanya di kawasan setempat. 1.5 Meningkatkan pengetahuan dan memberikan pendedahan kepada ahli persatuan terhadap cara-cara melaksanakan aktiviti persatuan. 1.6 Memupuk semangat kekitaan dan saling bantu membantu di kalangan warga Malaysia dan dapat meningkatkan kesedaran, keprihatinan orang ramai tentang kepentingan menderma darah. PERLAKSANAAN MEKANISME PERLAKSANAAN 1.1 Persedian lokasi dan kempen kepada masyarakat penduduk setempat, akan dijalankan pada waktu dan hari program itu berlangsung, akan mendapat bantuan dan bahan kempen daripada pihak Hospital tempatan yang terlibat. 1.2 Pada hari program, kelengkapan dan staff Hospital tempatan akan menyediakan peralatan. Pegawai Perubatan dan Jururawat Hospital akan menjalankan pemeriksaan dan prosedur derma darah dari pukul 9.00pagi hingga 5.00petang AKTIVITI 1. Menganjurkan program kempen derma darah setiap hari diseluruh Malaysia 2. Bekerjasama dengan mana-mana NGO, Jabatan Kerajaan, Syarikat atau individu lain dalam menganjurkan kempen derma darah. 3. Menjaga kebajikan Ahli/Penderma darah Komuniti Perdarah. 4. Memberi Sijil Penghargaan dan Anugerah kepada penderma darah 5. Memberi penerangan/taklimat dan risalah berkaitan kesedaran menderma dara PENUTUP Secara keseluruhannya, kempen ini telah dapat dilaksanakan dengan lancar dan berkesan. Objektif yang ingin dicapai dalam penganjuran kempen menderma ini juga dapat di capai dengan kerjasama yang diberikan oleh AJK Pelaksana dan para penderma darah Seramai 1000 orang telah mendaftar dan separuh daripadanya layak menderma darah. Selain itu, sasaran jumlah penderma darah yang telah ditetapkan oleh unit-unit tabung darah pihak hospital tempatan juga telah tercapai, Akhir kata, sekalung ucapan terima kasih kepada Yang Dipertua Komuniti Perdarah, AJK Pelaksana, sukarelawan dan pihak yang membantu secara langsung dan tidak langsung sepanjang kempen dijalankan. Sumber: komunitiperdarah@blogspot.com"
3489,2,23 Aug 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,208894229206908,Pertubuhan Komuniti Penderma Darah Malaysia,"Pertubuhan Komuniti Penderma Darah Malaysia
Page · 1.6K like this · Non-governmental organisation (NGO)
23 Aug 2018
  ·
  · *_MAKLUMAN_* *""PROGRAM KEMPEN DERMA DARAH""* *_YAYASAN SABAH ARENA FUTSAL_* 25/08 - Hosp Pitas (09:00pg- 02:00ptg) *_Grd floor Wawasan Plaza_* 31/08 - Hosp Pitas (10:00pg-03:00ptg) *_ITCC MALL PENAMPANG_* 01/09 - HWKKS Likas (09:30pg-3:30ptg) *_Dewan Pameran Kompleks Karamunsing_* (Sempena Pesta Buku Borneo 2018, anjuran UMS) 05/10 - HWKKS Likas (09:00pg-04:00ptg) 06/10 - HWKKS Likas (09:00pg-04:00ptg) 07/10 - Hosp Kota Marudu (09:00pg-04:00ptg) 08/10 - Hosp Kudat (09:00pg-04:00ptg) 09/10 - Hosp Pitas (09:00pg-04:00ptg) Sebarang info call@whatsapp ke no hp berikut: 012 822 2779 010 312 2279 👌👍🏻👍🏻💉💉💉 Tk ""Setitik Darah, Sejuta Harapan""
3
3
2 comments",3,Derma Darah,,"*_MAKLUMAN_* *""PROGRAM KEMPEN DERMA DARAH""* *_YAYASAN SABAH ARENA FUTSAL_* 25/08 - Hosp Pitas (09:00pg- 02:00ptg) *_Grd floor Wawasan Plaza_* 31/08 - Hosp Pitas (10:00pg-03:00ptg) *_ITCC MALL PENAMPANG_* 01/09 - HWKKS Likas (09:30pg-3:30ptg) *_Dewan Pameran Kompleks Karamunsing_* (Sempena Pesta Buku Borneo 2018, anjuran UMS) 05/10 - HWKKS Likas (09:00pg-04:00ptg) 06/10 - HWKKS Likas (09:00pg-04:00ptg) 07/10 - Hosp Kota Marudu (09:00pg-04:00ptg) 08/10 - Hosp Kudat (09:00pg-04:00ptg) 09/10 - Hosp Pitas (09:00pg-04:00ptg) Sebarang info call@whatsapp ke no hp berikut: 012 822 2779 010 312 2279 👌👍🏻👍🏻💉💉💉 Tk ""Setitik Darah, Sejuta Harapan"""
3490,,6 Aug 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,208894229206908,Pertubuhan Komuniti Penderma Darah Malaysia,"Pertubuhan Komuniti Penderma Darah Malaysia
Page · 1.6K like this · Non-governmental organisation (NGO)
6 Aug 2018
  ·
  · …vitamin C seperti Jeruk. 8) Derma Darah Tidak Membuatkan Badan Lemah Derma darah tidak membuat seseorang merasa lemah kerana proses derma darah hanya mengambil 350-450 cc darah saja. Jumlah tersebut tidak akan berpengaruh banyak kerana tubuh memiliki persediaan darah hingga 5.000 cc. 9) Boleh Melakukan Aktiviti Setelah Derma Darah Setelah derma darah, bukan suatu hal yang mustahil untuk tetap melakukan aktiviti seperti biasa. Perlu diingat, bagi Anda yang melakukan derma darah harus mencukupi cairan tubuh dalam waktu 24 jam setelah derma darah dan harus menghindari beberapa hal seperti sinar matahari, memandu selama 2-3 jam, merokok selama 4 jam, dan minuman alkohol selama 24 jam. 10) Siapapun Boleh Derma Darah Semua orang boleh melalukan derma darah, baik lelaki mahupun wanita, tiada masalah selagi mereka memenuhi syarat sebagai penderma. Namun untuk wanita, beberapa keadaan tertentu tidak boleh mendermakan darah, seperti sedang hamil, menyusu atau haid kerana kadar hemoglobin dalam darah akan menurun.
11
11
2 shares",11,Derma Darah,2,"…vitamin C seperti Jeruk. 8) Derma Darah Tidak Membuatkan Badan Lemah Derma darah tidak membuat seseorang merasa lemah kerana proses derma darah hanya mengambil 350-450 cc darah saja. Jumlah tersebut tidak akan berpengaruh banyak kerana tubuh memiliki persediaan darah hingga 5.000 cc. 9) Boleh Melakukan Aktiviti Setelah Derma Darah Setelah derma darah, bukan suatu hal yang mustahil untuk tetap melakukan aktiviti seperti biasa. Perlu diingat, bagi Anda yang melakukan derma darah harus mencukupi cairan tubuh dalam waktu 24 jam setelah derma darah dan harus menghindari beberapa hal seperti sinar matahari, memandu selama 2-3 jam, merokok selama 4 jam, dan minuman alkohol selama 24 jam. 10) Siapapun Boleh Derma Darah Semua orang boleh melalukan derma darah, baik lelaki mahupun wanita, tiada masalah selagi mereka memenuhi syarat sebagai penderma. Namun untuk wanita, beberapa keadaan tertentu tidak boleh mendermakan darah, seperti sedang hamil, menyusu atau haid kerana kadar hemoglobin dalam darah akan menurun."
3491,,4 Oct 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,208894229206908,Pertubuhan Komuniti Penderma Darah Malaysia,"Pertubuhan Komuniti Penderma Darah Malaysia
Page · 1.6K like this · Non-governmental organisation (NGO)
4 Oct 2018
  ·
  · Program Kempen Derma di : Bilik 24jam Perpustakaan UMS 04/10/2018 sempena : Pesta Buku Borneo UMS 2018
Firdaus Petrus Abdullah's post
Program Kempen Derma di : Bilik 24jam Perpustakaan UMS 04/10/2018 sempena : Pesta Buku Borneo UMS 2018
8
8",,Derma Darah,,Program Kempen Derma di : Bilik 24jam Perpustakaan UMS 04/10/2018 sempena : Pesta Buku Borneo UMS 2018
3492,,5 Oct 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,208894229206908,Pertubuhan Komuniti Penderma Darah Malaysia,"Pertubuhan Komuniti Penderma Darah Malaysia
Page · 1.6K like this · Non-governmental organisation (NGO)
5 Oct 2018
  ·
  · …darah mereka, demi untuk menyelamatkan nyawa insan lain yang amat memerlukan darah tersebut... ""Setitik Darah, Sejuta Harapan"" ikhlas dpd: Pertubuhan Komuniti Penderma Darah Malaysia (PerDarah Malaysia)
FirdausPetrus FirdausAbdullah's post
Program Kempen Derma di : Bilik 24jam Perpustakaan UMS 06 Oktober 2018 Syukur Alhamdulillah... dan setinggi-tinggi penghargaan terima kasih kepada semua staf dan siswa-siswi UMS yang telah mendermakan darah mereka, demi untuk menyelamatkan nyawa insan lain yang amat memerlukan darah tersebut... ""Setitik Darah, Sejuta Harapan"" ikhlas dpd: Pertubuhan Komuniti Penderma Darah Malaysia (PerDarah Malaysia)
10
10",,Derma Darah,,"…darah mereka, demi untuk menyelamatkan nyawa insan lain yang amat memerlukan darah tersebut... ""Setitik Darah, Sejuta Harapan"" ikhlas dpd: Pertubuhan Komuniti Penderma Darah Malaysia (PerDarah Malaysia)"
3493,,28 Oct 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,208894229206908,Pertubuhan Komuniti Penderma Darah Malaysia,"Pertubuhan Komuniti Penderma Darah Malaysia
Page · 1.6K like this · Non-governmental organisation (NGO)
28 Oct 2018
  ·
  · Program Kempen Derma Darah di: Dewan Kuliah Pusat 1 (DKP 1) 28 Okt 2018 ""Merakamkan setinggi-tinggi penghargaan tahniah dan terima kasih kepada para penderma2 darah yang prihatin dan budiman... juga kepada semua yang terlibat secara langsung atau tidak langsung dalam melaksanakan serta menjayakan kempen derma darah sehingga terlaksana dan telah mencapai sasarannya.... Semoga tanggungjawab dan keprihatinan Tuan/Puan akan memperoleh pahala dunia dan akhirat.... Aamiin...
Firdaus Petrus Abdullah's post
Program Kempen Derma Darah di: Dewan Kuliah Pusat 1 (DKP 1) 28 Okt 2018 ""Merakamkan setinggi-tinggi penghargaan tahniah dan terima kasih kepada para penderma2 darah yang prihatin dan budiman... juga kepada semua yang terlibat secara langsung atau tidak langsung dalam melaksanakan serta menjayakan kempen derma darah sehingga terlaksana dan telah mencapai sasarannya.... Semoga tanggungjawab dan keprihatinan Tuan/Puan akan memperoleh pahala dunia dan akhirat.... Aamiin...
2
2",,Derma Darah,,"Program Kempen Derma Darah di: Dewan Kuliah Pusat 1 (DKP 1) 28 Okt 2018 ""Merakamkan setinggi-tinggi penghargaan tahniah dan terima kasih kepada para penderma2 darah yang prihatin dan budiman... juga kepada semua yang terlibat secara langsung atau tidak langsung dalam melaksanakan serta menjayakan kempen derma darah sehingga terlaksana dan telah mencapai sasarannya.... Semoga tanggungjawab dan keprihatinan Tuan/Puan akan memperoleh pahala dunia dan akhirat.... Aamiin..."
3494,27,3 Aug 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,208894229206908,Pertubuhan Komuniti Penderma Darah Malaysia,"Pertubuhan Komuniti Penderma Darah Malaysia
Page · 1.6K like this · Non-governmental organisation (NGO)
3 Aug 2018
  ·
  · Anda yang kami ingin cari, mahukan anda menyertai komuniti PERDARAH ini?? jika ada yang berminat sila isi borang keahlian ini dan maklumkan kepada kami bersama Borang yang telah lengkap diisi dan maklumkan kepada admin. terima kasih.
38
38
27 comments",38,Derma Darah,,"Anda yang kami ingin cari, mahukan anda menyertai komuniti PERDARAH ini?? jika ada yang berminat sila isi borang keahlian ini dan maklumkan kepada kami bersama Borang yang telah lengkap diisi dan maklumkan kepada admin. terima kasih."
3495,1,20 Dec 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,208894229206908,Pertubuhan Komuniti Penderma Darah Malaysia,"Pertubuhan Komuniti Penderma Darah Malaysia
Page · 1.6K like this · Non-governmental organisation (NGO)
20 Dec 2018
  ·
  · Setitik Darah Sejuta Harapan.
+2
11
11
1 comment",11,Derma Darah,,Setitik Darah Sejuta Harapan.
3496,2,14 Apr 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,208894229206908,Pertubuhan Komuniti Penderma Darah Malaysia,"Pertubuhan Komuniti Penderma Darah Malaysia
Page · 1.6K like this · Non-governmental organisation (NGO)
14 Apr 2019
  ·
  · KEMPEN DERMA DARAH DI RANAU.
+2
20
20
2 comments",20,Derma Darah,,KEMPEN DERMA DARAH DI RANAU.
3497,,14 Apr 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,208894229206908,Pertubuhan Komuniti Penderma Darah Malaysia,"Pertubuhan Komuniti Penderma Darah Malaysia
Page · 1.6K like this · Non-governmental organisation (NGO)
14 Apr 2019
  ·
  · KEMPEN DERMA DARAH DI RANAU.
+2
15
15
1 share",15,Derma Darah,1,KEMPEN DERMA DARAH DI RANAU.
3498,,8 Dec 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,208894229206908,Pertubuhan Komuniti Penderma Darah Malaysia,"Pertubuhan Komuniti Penderma Darah Malaysia
Page · 1.6K like this · Non-governmental organisation (NGO)
8 Dec 2019
  ·
  · Program Kempen Derma Darah di : JBorneo Native Village Lok Kawi, Penampang & di : Dewan Serbaguna Kg. Tinangol Kudat 07 Dis 2019
Firdaus Petrus Abdullah's post
Program Kempen Derma Darah di : JBorneo Native Village Lok Kawi, Penampang & di : Dewan Serbaguna Kg. Tinangol Kudat 07 Dis 2019
4
4",,Derma Darah,,"Program Kempen Derma Darah di : JBorneo Native Village Lok Kawi, Penampang & di : Dewan Serbaguna Kg. Tinangol Kudat 07 Dis 2019"
3499,,6 Dec 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,208894229206908,Pertubuhan Komuniti Penderma Darah Malaysia,"Pertubuhan Komuniti Penderma Darah Malaysia
Page · 1.6K like this · Non-governmental organisation (NGO)
6 Dec 2019
  ·
  · …datang beramai-ramai ke ""Program Kempen derma darah di JBorneo Native Village Lok Kawi"", sambil berhibur dan mengikuti aktiviti2 yang akan dilangsungkan pada 07 & 08 Dis 2019... .... Jumpa anda disana....!!!
Firdaus Petrus Abdullah's post
Jom datang beramai-ramai ke ""Program Kempen derma darah di JBorneo Native Village Lok Kawi"", sambil berhibur dan mengikuti aktiviti2 yang akan dilangsungkan pada 07 & 08 Dis 2019... .... Jumpa anda disana....!!!
2
2",,Derma Darah,,"…datang beramai-ramai ke ""Program Kempen derma darah di JBorneo Native Village Lok Kawi"", sambil berhibur dan mengikuti aktiviti2 yang akan dilangsungkan pada 07 & 08 Dis 2019... .... Jumpa anda disana....!!!"
