,UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
280,khairil anwar,@cikailah,2018-08-08T10:46:08.000Z,These people also x boleh derma darah.. How? Kita bukan deskriminasi tapi kita perlu bantu mereka utk berubah.. Itu la Malaysia Baru yg kita nak,,1.0,,2.0,,https://twitter.com/cikailah/status/1027143920864583680
281,L.E.N.G,@AMuslimRozlan,2018-08-13T05:52:49.000Z,"Done! 
Pergilah derma darah. Malaysia kekurangan bekalan darah katanya.",,2.0,,,https://pbs.twimg.com/media/DkdSwsbVAAA8rxy?format=jpg&name=small,https://twitter.com/AMuslimRozlan/status/1028882044074450944
282,yusuf,@yusufphantom94,2018-08-17T11:12:01.000Z,"Jom derma darah
#blooddonation #dermadarah #malaysia #johor #savelives @ U-Mall,Giant Pulai Utama https://instagram.com/p/Bmk-8g4h6z36GwEToruc0h1Oi28-Zj_tkfWs340/?utm_source=ig_twitter_share&igshid=xu0ad4pu7f2a…",,,,,,https://twitter.com/yusufphantom94/status/1030411923353993217
283,Sally Jung,@ct_salyana,2018-08-14T08:53:08.000Z,"Menyahut seruan Pusat Darah Negara untuk mendapatkan bantuan, MBO Cinemas dan St John Ambulance of Malaysia sekali lagi menganjurkan kempen derma darah tahunan buat kali yang ke-5 yang akan berlangsung di MBO Cinemas di seluruh negara dari 17 - 19 Ogos 2018, 11 pagi hingga 6 ptg.",,,,,,https://twitter.com/ct_salyana/status/1029289808521179140
284,Malaysia Aktif,@malaysia_aktif,2018-08-13T07:56:02.000Z,"Bukan Sekadar Kibar Bendera, Derma Darah Juga Serlah Patriotisme https://malaysiaaktif.my/malaysiaaktif2/?p=45762…",,,1.0,1.0,,https://twitter.com/malaysia_aktif/status/1028913050105987072
285,LupusSarcastikus,@carollyncheeye1,2018-08-13T18:31:39.000Z,"Replying to 
@Idham_ni09
 @LuqmanAtif
 and 
@SUHAKAMTahu. Mmg questionnaire blood bank tu dah buat screening tapi heterosexuals pun ada pembawa penyakit, semua kena screen harap maklum. Cara cakap dia macam lgbt jer ada penyakit. Betul lah risiko tinggi, tapi bukan mereka jer. Pengguna dadah pun mereka tanya. Travel pun tanya.",,1.0,,,,https://twitter.com/carollyncheeye1/status/1029073010257317888
286,Lapsus_Linguae,@Idham_ni09,2018-08-13T18:35:52.000Z,"Okay. Soo dlm. Malaysia, if dkt screening dia ckp dia lgbt.

Dia  tak blh derma darah ke macam Mana? 

Ataupun, just cukup dgn ada result bllod test, negative hiv. Then blh derma darah?",,,,,,https://twitter.com/Idham_ni09/status/1029074072162820096
287,RTM Malaysia,@RTM_Malaysia,2018-08-16T04:15:00.000Z,"Jadual Kempen Derma Darah
16 Ogos 2018 (Khamis)

* JADUAL INI TERTAKLUK KEPADA SEBARANG PINDAAN

-KKM-",,,,2.0,https://pbs.twimg.com/media/DkpNTwxUcAAhM4j?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1029944590047092737
288,JPAM DUNGUN,@JPAMDungun,2018-08-29T00:10:13.000Z,"PROGRAM DERMA DARAH ANJURAN KELAB KELAB BELIA MALAYSIA DAERAH DUNGUN

JAM 0900 - 1300
28 OGOS 2018
PUSAT BESTARI SURA (BELAKANG MASJID BIRU)
2×PEGAWAI & 10×ANGGOTA LLP

#AndaCaknaAndaHebat
#SiapSiagaApmDungun",,,,,,https://twitter.com/JPAMDungun/status/1034594031051915265
289,Amir Ariffin,@mohdamirariffin,2018-08-29T10:55:41.000Z,"Kalau hospital nak darah, JANGAN derma lagi. Kita kena jual dekat hospital kerajaan RM 1000 dan hospital swasta RM 3000 untuk 1 bag. Dah tak ada lagi dah derma derma lagi dari rakyat. Kau je nak mencekik darah rakyat boleh.?

Rt biar sampai dekat Menteri Kesihatan Malaysia gais.",,,,,,https://twitter.com/mohdamirariffin/status/1034756468052910080
290,EsmaRezarl,@Esma_Rezarl,2018-08-29T01:02:51.000Z,"Mmg jd org BN syarat dia kena jd bodoh ke ape..keperluan darah tu utk rakyat Malaysia,x kisah parti ape pon..x ikhlas jgn derma,ni nk jual plak..nmpk x pmikiran tu tahap mana..elok nanti masuk... https://facebook.com/story.php?story_fbid=10212780795616516&id=1286626199…",,,,1.0,,https://twitter.com/Esma_Rezarl/status/1034607278383611904
291,BloodBankHUS,@BloodBankHUS,2018-08-29T10:49:34.000Z,"Selamat petang semua!

Kami ingin mengucapkan terima kasih kepada wira-wira di Ibu Pejabat Jabatan Bomba dan Penyelamat Malaysia, Negeri Sarawak, Jalan Setia Raja atas Kempen Derma Darah yang berlangsung pagi... https://facebook.com/424945644256734/posts/1887786474639303/…",,,,,,https://twitter.com/BloodBankHUS/status/1034754928156336129
292,Ainon Munira,@namasayaeija,2018-08-29T16:35:26.000Z,"Saya sebagai rakyat Malaysia sangat terkesan dengan perkongsian seperti ini 
@DrDzul
 kerana derma darah melibatkan nyawa. Adakah 'kebebasan bersuara' seperti ini yang kita harapkan dalam #MalaysiaBaru 
@chedetofficial
 @drwanazizah
 @GobindSinghDeo",🌺,,,,https://pbs.twimg.com/media/Dlx-448UYAE64Js?format=jpg&name=360x360,https://twitter.com/namasayaeija/status/1034841968604459008
293,JabatanKimiaMalaysia,@Kimia_Malaysia,2018-09-05T07:55:50.000Z,"MINGGU OSH 2018 IBU PEJABAT KIMIA

5 September 2018 : Kempen Derma Darah dijalankan di Ibu Pejabat Jabatan Kimia Malaysia bersempena dengan Minggu OSH 2018 KIMIA Malaysia.

Terima kasih… https://instagram.com/p/BnVjmGwhYFj/?utm_source=ig_twitter_share&igshid=vspv1z2r52iv…",,,,3.0,,https://twitter.com/Kimia_Malaysia/status/1037247921413074944
294,JKR Malaysia,@JKRMalaysia,2018-09-04T04:08:37.000Z,"Program 'Jom Derma Darah & Pemeriksaan Kesihatan JKR Malaysia' anjuran BPKS, CDPK sdg berlangsung di Aras Plaza, Menara Kerja Raya. Jom mnderma darah dan periksa tahap kesihatan anda!
@MOWorks
 @RoslanMdTaha
 @RakanKKR",,1.0,21.0,34.0,https://pbs.twimg.com/media/DmON04lUUAAoiHE?format=jpg&name=360x360,https://twitter.com/JKRMalaysia/status/1036828354853236737
295,شَام,@929_min,2018-09-10T04:06:50.000Z,"Kalau nk derma darah pastikan lepas derma mintak duit pada pihak managment sebab darah kita nanti dorang jual,dorang yg untung,kita?? Hmmmn 

-Staff kementerian kesihatan malaysia",,,,,,https://twitter.com/929_min/status/1039002232748797952
296,BloodBankHUS,@BloodBankHUS,2018-09-16T02:27:48.000Z,"Selamat Hari Malaysia semua!

Kami sekarang berada di Gereja St. Ann (baru) untuk Kempen Derma Darah pada pagi ini.

Sambutan amat menggalakkan daripada penduduk sekitar dan diharapkan sokongan ini berterusan... https://facebook.com/424945644256734/posts/1908553239229293/…",,,1.0,1.0,,https://twitter.com/BloodBankHUS/status/1041151637002309632
297,رابعةالعدوية,@AbyJamil,2018-09-20T15:35:34.000Z,"Replying to 
@AbyJamilDay 33: Happy anniversary Fakhri. I tunggu you.",,1.0,,,,https://twitter.com/AbyJamil/status/1042799434780688384
298,رابعةالعدوية,@AbyJamil,2018-09-21T23:46:35.000Z,Day 34: well hello Malaysia! Anjing betul aku dh purchase luggage buat palat kat airport takde dlm sistem. Fakhri knows if I mengamuk mcm mana kalau I betul.Aku rasa staff airasia Maldives nak aim aku “akak ni kalau dtg lagi jgn palat dgn dia” hahaha eh Fakhri tak derma darah ke?,,1.0,,,,https://twitter.com/AbyJamil/status/1043285392638672896
299,IWK,@IwkComms,2018-09-18T04:05:16.000Z,"Hai semua! :)

Sempena Hari Malaysia 2018, IWK akan bekerjasama dengan Pusat Darah Negara (PDN) dalam menganjurkan Kempen Derma Darah di Menara Indah Water Konsortium Sdn Bhd, Jalan Dungun, Damansara... https://facebook.com/IndahWaterKonsortium/posts/1809525559144434…",,,,,,https://twitter.com/IwkComms/status/1041900938691321856
300,Malaysia Aktif,@malaysia_aktif,2018-09-26T03:39:53.000Z,BSMM Sasar 500 Pint Dalam Kempen Derma Darah 29 & 30 Sept https://malaysiaaktif.my/malaysiaaktif2/?p=47240…,,,2.0,2.0,,https://twitter.com/malaysia_aktif/status/1044793657390325761
301,+,@buZreyy,2018-09-26T13:55:37.000Z,Buat event derma darah sampai pkol 3.30pm katanya.. aq pi pkol 2.00pm nak menderma kaunter pendaftaran dah tutup.. the heck.. Malaysia sgt..,🌧,,,,,https://twitter.com/buZreyy/status/1044948611103055873
302,Izzara |♡༄,@jackbeomssundal,2018-09-25T05:44:36.000Z,"Replying to 
@Mnzrn_Who knows? Dipertanggungjawabkan kelak? Yes. Berapa lama nak tunggu? A lot of cases out there yang sampai sekarang masih tak dapat jawapan.",,1.0,,,,https://twitter.com/jackbeomssundal/status/1044462651764428800
303,ن,@Mnzrn_,2018-09-25T05:53:43.000Z,"So Malaysia ni dah takde kerja lagi lah? Cuci pinggan kat kedai pon takde dah? Okay anggap je lah takde langsung, stay kat masjid or surau, mustahil tak dapat derma singgit dua, kumpul slow-2 jadikan modal meniaga, apa-2 pon lah, as long halal jd darah daging",,1.0,,,,https://twitter.com/Mnzrn_/status/1044464948527546368
304,Rakyat: KP Gynae Penang,@twt_malaysia,2018-09-25T13:52:50.000Z,"Esok adalah hari sibuk. Dan lusa paling ditunggu. Lusa ada sesi bercerita di 
@BukuChowKit
 .

Jumaat derma darah di 
@PDNKKM
 Pusat Darah Negara. Ada penderma darah aktif yang follow akaun ini? Ayuh Jumaat ini ramai2. Bagi pertama kali pun boleh juga.",,,1.0,1.0,,https://twitter.com/twt_malaysia/status/1044585520121049088
305,Malaysia Aktif,@malaysia_aktif,2018-10-01T05:53:31.000Z,Derma 137 Pain Darah Dalam Tempoh 40 Tahun https://malaysiaaktif.my/malaysiaaktif2/?p=47364…,,,,,,https://twitter.com/malaysia_aktif/status/1046639225695686657
306,Rakyat: KP Gynae Penang,@twt_malaysia,2018-09-28T07:50:48.000Z,"Sekarang saya berada di Pusat Darah Negara. Mahu derma Aferesis.

Setiap kali datang kena isi borang dulu. Apa kelebihan derma darah?

Paling utama selamatkan nyawa orang. Yang lain2 tu rujuk gambar.",,2.0,44.0,36.0,https://pbs.twimg.com/media/DoKmx1lUwAcfrHp?format=jpg&name=360x360,https://twitter.com/twt_malaysia/status/1045581578645032960
307,Rakyat: KP Gynae Penang,@twt_malaysia,2018-09-28T07:50:50.000Z,"Saya tak boleh kalau tak derma darah, kalau tidak taring akan jadi panjang. Kemudian jadi Siong. Dan pofff....jadilah Koko Krunch!

#Hambar",,3.0,1.0,10.0,,https://twitter.com/twt_malaysia/status/1045581585515339776
308,Rakyat: KP Gynae Penang,@twt_malaysia,2018-09-28T08:43:06.000Z,"Derma Aferesis boleh buat dua minggu sekali.
Whole blood Tiga bulan sekali.

Mesin ini akan proses asingkan darah kita kepada plasma dan platelet. Kata jururawat urat kena besar, maka kena buat tangan kanan. Kali ini tak guna bius, sebab jarum untuk Aferesis besar.",,2.0,3.0,4.0,https://pbs.twimg.com/media/DoKy3B_U0AAE9Ja?format=jpg&name=small,https://twitter.com/twt_malaysia/status/1045594740366827520
309,Rakyat: KP Gynae Penang,@twt_malaysia,2018-09-28T08:59:34.000Z,"Darah biasa dia pam sedut darah kita. Dan selesai. Tunggu tiga bulan badan dalam darah sudah cukup semula baru boleh derma.

Derma Aferesis, dia sedut darah, dipecahkan (plasma dan platelet) guna mesin. Kemudian darah akan dimasukkan semula. Lagi 2 minggu boleh datang derma lagi.Quote Tweet
Cik Bunga
@cikbunga1216
 · Sep 28, 2018
Replying to @twt_malaysia
Apa beza derma aferesis dgn derma drh biasa?",,3.0,9.0,4.0,https://pbs.twimg.com/profile_images/1319887520914640897/YwP9hixY_mini.jpg,https://twitter.com/twt_malaysia/status/1045598881646407681
310,RTM Malaysia,@RTM_Malaysia,2018-10-03T01:45:00.000Z,"Jadual Kempen Derma Darah 
3 Oktober 2018 (Rabu) 

*JADUAL INI TERTAKLUK KEPADA SEBARANG PINDAAN

-KKM-",,,,,https://pbs.twimg.com/media/Doi0Fh-V4AAF9c3?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1047301458658570240
311,SARAWAK ARITOK,@Sarawak_Aritok,2018-10-11T05:03:54.000Z,"11 Okt, 2018

Program Derma Darah yang dianjurkan oleh Kelab KERIS Jabatan Imigresen Malaysia Negeri Sarawak mendapat sambutan luar jangkaan. Program ini diadakan dengan kerjasama Tabung Darah Hospital Umum Sarawak dan berlangsung di Lobi Bangunan Sultan Iskandar

#BeUnsungHero",,,2.0,2.0,https://pbs.twimg.com/media/DpM9T6qUUAATiuk?format=jpg&name=small,https://twitter.com/Sarawak_Aritok/status/1050250617984151552
312,Syerleena Abdul Rashid,@syerleena,2018-10-14T01:27:07.000Z,"Menghadiri ke Program Kempen Derma Darah anjuran Malaysia Mahabodhi Sanctuary Buddhist Association pada 13 Okt 2018.

#myseridelima https://instagram.com/p/Bo5SHFalN6c/?utm_source=ig_twitter_share&igshid=170p1regsw91h…",,,,2.0,,https://twitter.com/syerleena/status/1051283224457072641
313,KLfm 97.2Mhz,@KLfm972,2018-10-15T09:01:53.000Z,"#Repost rtm_malaysia
・・・
Jadual Kempen Derma Darah 
16 Oktober 2018 (Selasa) *JADUAL INI TERTAKLUK KEPADA SEBARANG PINDAAN

#jomdermadarah 
#darahtakpernahcuti
@pdnkkm
 https://instagram.com/p/Bo8q9QoFPOK/?utm_source=ig_twitter_share&igshid=vpd68krpvyrj…",,,,,,https://twitter.com/KLfm972/status/1051760059783540736
314,YasminHaniRichardson,@YasminHaniCLPT,2018-10-13T03:30:09.000Z,"""Setiap hari ke doktor di hospital perlukan darah untuk selamatkan pesakit?""

""Aku pernah derma dulu, kena derma lagikah?

""Eh, Malaysia bukan negara perang macam Syria yang hari-hari orang hilang darah?""
Tahukah anda bahawa setiap... https://goo.gl/forms/MYHm88rP8XRJqBK73…",🤔,,2.0,4.0,https://abs-0.twimg.com/emoji/v2/svg/1f914.svg,https://twitter.com/YasminHaniCLPT/status/1050951798268276736
315,Syria Care Malaysia,@syriacaremy,2018-10-13T11:01:45.000Z,"""Setiap hari ke doktor di hospital perlukan darah untuk selamatkan pesakit?""

""Aku pernah derma dulu, kena derma lagikah?

""Eh, Malaysia bukan negara perang macam Syria yang hari-hari orang hilang darah?""
Tahukah... https://facebook.com/syria.care/posts/1885558904864272…",🤔,,,,https://abs-0.twimg.com/emoji/v2/svg/1f914.svg,https://twitter.com/syriacaremy/status/1051065450350735365
316,Fatimah Zuraidah,@FatimahZuraidah,2018-10-20T03:22:49.000Z,"Merasmikan Kempen Kebajikan dan Derma Darah anjuran Persatuan Kebajikan Pesakit Luar Mampu Malaysia yang diadakan di Masjid Al-Firdaus, Segambut Luar, Kuala Lumpur.

JKM WPKL turut turun… https://instagram.com/p/BpI8Avvguz4/?utm_source=ig_twitter_share&igshid=124kekp0mpnmf…",,,,,,https://twitter.com/FatimahZuraidah/status/1053486668290887680
317,KLfm 97.2Mhz,@KLfm972,2018-10-21T01:01:31.000Z,"#Repost rtm_malaysia
・・・
Jadual Kempen Derma Darah 
21 Oktober 2018 (Ahad). *TERTAKLUK KEPADA PINDAAN.
@pdnkkm
#jomdermadarah 
#darahtakpernahcuti https://instagram.com/p/BpLQv96AZfa/?utm_source=ig_twitter_share&igshid=sja91vrufcwb…",,,,,,https://twitter.com/KLfm972/status/1053813499476885510
318,Saher,@caey_,2018-10-18T23:20:15.000Z,"Malaysia dah boleh tiru macam ni untuk galakkan orang derma darah, YB 
@DrDzulQuote Tweet
What The F*** Facts
@WhatTheFFacts
 · Oct 19, 2018
Blood donors in Sweden are sent a text message every time their blood is used to save a life.",,,,,https://pbs.twimg.com/profile_images/707970310176382976/6P3fPrGD_mini.jpg,https://twitter.com/caey_/status/1053063238848401408
319,RTM Malaysia,@RTM_Malaysia,2018-10-19T00:30:09.000Z,"Jadual Kempen Derma Darah 
19 Oktober 2018 (Jumaat) *JADUAL INI TERTAKLUK KEPADA SEBARANG PINDAAN

#jomdermadarah 
#darahtakpernahcuti",,,2.0,1.0,https://pbs.twimg.com/media/Dp1LbkeXcAAsDqV?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1053080826727010309
320,PMK Homedicare,@PMK_MALAYSIA,2018-10-24T12:09:25.000Z,"Jika anda tak pernah derma darah, boleh tak share alasan anda?Takut Jarum / Darah / dll
0%
Tak Dibenarkan Derma
0%
Sebab2 lain. Cuba cer
0%
0 votes
·
Final results",,,,,,https://twitter.com/PMK_MALAYSIA/status/1055068744706183168
321,nab,@ahmadnurardani,2018-10-27T16:03:53.000Z,"Aku derma darah ritu
Sape dapat darah aku
Boleh la claim berdarah Perak Power
Menang piala Malaysia punya pasal
Hahahahaaja",,,,,,https://twitter.com/ahmadnurardani/status/1056214914618937345
322,ORKED,@nfatinms,2018-11-01T02:32:16.000Z,Aku rasa orang Malaysia x aware la kelebihan menderma darah. Apehal stgh org mcm ckp nak derma drah mcm jijik nau.,,,,,,https://twitter.com/nfatinms/status/1057822603191042049
323,Abol Fadz78,@fadzil78,2018-11-06T07:24:28.000Z,"Derma darah hari ni
 @ Petaling Jaya, Malaysia https://instagram.com/p/Bp1JSryHuP01byKgGBeLLCk_s-iaXzzL_rhvyg0/?utm_source=ig_twitter_share&igshid=15x85n1ob7bnf…",😊,,,,https://abs-0.twimg.com/emoji/v2/svg/1f60a.svg,https://twitter.com/fadzil78/status/1059708076029296640
324,Puteri N. Balqis,@ayyputeri,2018-11-08T10:34:50.000Z,"Orang Sabah yang darah A+ boleh derma darah untuk tampung rawatan Faizin di Queen Elizabeth Hospital kalau mau. 
@KKCity
 

Orang Sabah/orang luar yg bukan darah A+ / orang luar darah A+ pun boleh derma! (Yang non A+ nanti hospital boleh tolong swap dgn darah A+ lain) 
@twt_malaysia",,2.0,41.0,11.0,,https://twitter.com/ayyputeri/status/1060480760019218433
325,RTM Malaysia,@RTM_Malaysia,2018-11-11T00:23:07.000Z,"Jadual Kempen Derma Darah
11 November 2018 (Ahad) * Jadual ini tertakluk kepada sebarang bentuk pindaan. Pihak PDN memohon agar para penderma hadir ke lokasi kempen 30 minit sebelum waktu tamat.

#PusatDarahNegara
#jomdermadarah
#darahtakpernahcuti",,,2.0,2.0,https://pbs.twimg.com/media/DrrmYErVYAApRzF?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1061413981225549824
326,RTM Malaysia,@RTM_Malaysia,2018-11-20T04:30:09.000Z,"Jadual Kempen Derma Darah 
20 November 2018 (Selasa) * Jadual ini tertakluk kepada sebarang bentuk pindaan. Pihak PDN memohon agar para penderma hadir ke lokasi kempen 30 minit sebelum waktu tamat

#jomdermadarah
#darahtakpernahcuti",,,,,https://pbs.twimg.com/media/Dsa1PS9WoAI06Ju?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1064737637884411904
327,RTM Malaysia,@RTM_Malaysia,2018-11-23T10:00:10.000Z,"Jadual Kempen Derma Darah 
24 November 2018 (Sabtu) * Jadual ini tertakluk kepada sebarang bentuk pindaan. Pihak PDN memohon agar para penderma hadir ke lokasi kempen 30 minit sebelum waktu tamat

#jomdermadarah
#darahtakpernahcuti",,,,1.0,https://pbs.twimg.com/media/DsrdisHXoAAWtwx?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1065907852538249216
328,RTM Malaysia,@RTM_Malaysia,2018-11-28T07:00:07.000Z,"Jadual Kempen Derma Darah 
28 November 2018 (Rabu) 

* Jadual ini tertakluk kepada sebarang bentuk pindaan. Pihak PDN memohon agar para penderma hadir ke lokasi kempen 30 minit sebelum waktu tamat.

#PusatDarahNegara
#jomdermadarah
#darahtakpernahcuti",,,3.0,1.0,https://pbs.twimg.com/media/DtEkSE1XcAAFvCU?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1067674481357963264
329,NAFAS,@nafashq,2018-11-28T03:41:15.000Z,"Pusat Darah Negara ada membuat Kempen Derma Darah di Hall D. Ayuh menderma

#YouDontHaveToBeADoctoraToSaveLive

Jumpa kami di MAHA 2018: Malaysia Agriculture, Horticulture and Agrotourism… https://instagram.com/p/BqtZPFrgstM/?utm_source=ig_twitter_share&igshid=1hqghdpcivy90…",,,1.0,2.0,,https://twitter.com/nafashq/status/1067624435128172544
330,JKR Malaysia,@JKRMalaysia,2018-12-03T00:56:07.000Z,"Semperna Hari Profesion Teknikal Negara 2018 terdapat aktiviti seperti Kempen Derma Darah.Jadi datang beramai-ramai untuk memeriahkan aktiviti pada 4-5 Disember 2018 bermula 8 pagi - 5 petang bertempat di Dewan Tan Sri Mahfoz Khalid JKR Malaysia.

#HPTNJKR2018
#Dermadarah",,1.0,22.0,22.0,https://pbs.twimg.com/media/DtdAgCIU0AAIin5?format=jpg&name=360x360,https://twitter.com/JKRMalaysia/status/1069394816654434305
331,RTM Malaysia,@RTM_Malaysia,2018-12-03T15:00:06.000Z,"Jadual Kempen Derma Darah 
4 Disember 2018 (Selasa) * Jadual ini tertakluk kepada sebarang bentuk pindaan. Pihak PDN memohon agar para penderma hadir ke lokasi kempen 30 minit sebelum waktu tamat

#jomdermadarah
#darahtakpernahcuti",,,3.0,,https://pbs.twimg.com/media/DtgCF4VWoAACoGP?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1069607214254628864
332,faridirfan,@farid_irfan99,2018-12-08T12:52:10.000Z,Sekarang baru aq tau nape Malaysia banyak bkk tempt derma darah...sbb Malaysia kan tanah tumpahnya darahku,,2.0,2.0,3.0,,https://twitter.com/farid_irfan99/status/1071386955001163779
333,APM Terengganu,@jpamganu,2018-12-06T08:07:19.000Z,"Tajuk :
Derma Darah MAKSAK TERENGGANU 2018

Tarikh :
06 Disember 2018 ( Khamis)
Masa :
10:30 Pagi
Tempat : Wisma Darul Iman

Menyumbang Darah Seikhlas Hati_
_Demi Malaysia & Juga Pertiwi_
_Semoga Kita Semua Sentiasa Di Berkati_

SYUKRAN JAZZILAN KHATHIRAN...",,,,,,https://twitter.com/jpamganu/status/1070590497931124736
334,RTM Malaysia,@RTM_Malaysia,2018-12-08T08:30:12.000Z,"Jadual Kempen Derma Darah 
09 Disember 2018 (Ahad) * Jadual ini tertakluk kepada sebarang bentuk pindaan. Pihak PDN memohon agar para penderma hadir ke lokasi kempen 30 minit sebelum waktu tamat

#jomdermadarah
#darahtakpernahcuti",,,1.0,,https://pbs.twimg.com/media/Dt4YzNgWsAAQBaT?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1071321031023964162
335,Nur Amirah Fazira,@thenafz,2018-12-13T15:29:28.000Z,"cool.. rakyat Malaysia meh la derma darah selalu, terutamanya yg lelaki. banyak sngat kebaikan kalau derma darah pada kesihatan anda.Quote Tweet
ERA
@ERAdotje
 · Dec 13, 2018
Penderma Darah Akan Dapat Mesej Kalau Darah Mereka Di Gunakan https://era.je/interaktif/trending/derma-darah-dapat-mesej…",,,,,https://pbs.twimg.com/profile_images/1345966149998034946/pqFJ3UkA_mini.jpg,https://twitter.com/thenafz/status/1073238479830700033
336,RTM Malaysia,@RTM_Malaysia,2018-12-13T06:00:13.000Z,"Jom derma darah bersama kami di Selangor Job Fair 2018 bermula pukul 10 pagi hingga 4 petang selama 3 hari pada 13-15 Disember 2018 di Foyer Pusat Konvensyen KUIS Bangi.
#jomdermadarah
#darahtakpernahcuti",,,2.0,3.0,https://pbs.twimg.com/media/DuRmaytXgAA2aMj?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1073095223281115136
337,Marzuki Yusof,@amyusof26,2018-12-19T14:24:39.000Z,"Pertama kali terlibat dengan program derma darah (mobile donation) anjuran bersama Unit Tabung Darah Hospital Temerloh dan Amanah Ikhtiar Malaysia Cawangan Temerloh bertempat di Bazar Lurah Semantan.

Satu... https://facebook.com/1215833304/posts/10217771538499609/…",,,,,,https://twitter.com/amyusof26/status/1075396498320441344
338,Norhafizah Abd Hadi,@izah_izz,2019-01-04T05:13:47.000Z,"Kali ke3
Kempen derma darah 

Pusat Darah Negara Kementerian Kesihatan Malaysia  

di masjid Masjid Al-hasanah  bandar baru bangi. Jadilah 350gram sekali derma.",,,,,,https://twitter.com/izah_izz/status/1081056074151673856
339,RTM Malaysia,@RTM_Malaysia,2019-01-03T00:15:00.000Z,"Jadual Kempen Derma Darah 
3 Januari 2019 (Khamis) 
* Jadual ini tertakluk kepada sebarang bentuk pindaan. Pihak PDN memohon agar para penderma hadir ke lokasi kempen 30 minit sebelum waktu tamat.

#jomdermadarah
#darahtakpernahcuti
#BeThe1Donor
@PDNKKM",,,1.0,,https://pbs.twimg.com/media/Dv8PGCeUcAAHWdy?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1080618492875857920
340,KLfm 97.2Mhz,@KLfm972,2019-01-09T06:03:37.000Z,"#Repost rtm_malaysia
・・・
Jadual Kempen Derma Darah 
10 Januari 2019 (Khamis) * Jadual ini tertakluk kepada sebarang bentuk pindaan. Pihak PDN memohon agar para penderma hadir ke lokasi… https://instagram.com/p/BsZy6bEAfrJ/?utm_source=ig_twitter_share&igshid=1m28wwh8nnz8h…",,,,,,https://twitter.com/KLfm972/status/1082880552808693761
341,RTM Malaysia,@RTM_Malaysia,2019-01-09T14:15:13.000Z,"Jadual Kempen Derma Darah 
10 Januari 2019 (Khamis) * Jadual ini tertakluk kepada sebarang bentuk pindaan. Pihak PDN memohon agar para penderma hadir ke lokasi kempen 30 minit sebelum waktu tamat

#jomdermadarah
#darahtakpernahcuti
#BeThe1Donor",,1.0,3.0,1.0,https://pbs.twimg.com/media/DweapLKWsAEL2cM?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1083004270126006272
342,FaqihahRahaman,@FaqihahRahaman,2019-01-10T16:45:17.000Z,"orang Malaysia ni majoriti jenis darah B ke?sebab bekalan darah dekat hospital banyak yang B.Jenis darah O dan AB adalah pada tahap ""moderate"" dan A ""low"" terus.Rajin-rajin pergilah derma.",☺,1.0,,,https://abs-0.twimg.com/emoji/v2/svg/263a.svg,https://twitter.com/FaqihahRahaman/status/1083404421608878081
343,JUPEM,@jupemKeTSA,2019-01-11T01:38:51.000Z,"Kempen Derma Darah anjuran JUPEM dan Pertubuhan Juruukur Diraja Malaysia (RISM) telah berjaya dilangsungkan di Dewan Ukur JUPEM pada 10 Januari 2019. Seramai 93 orang telah berjaya menderma darah pada kali berbanding 67 orang pada tahun 2018.

#kempendermadarah2019",,,1.0,1.0,https://pbs.twimg.com/media/DwmAosIV4AAypDk?format=jpg&name=360x360,https://twitter.com/jupemKeTSA/status/1083538699634110464
344,Vykwarus Pencetus Vanilla,@soulkrasty,2019-01-11T01:47:24.000Z,"tapi bukan satu Malaysia. sekarang kat Johor macam dah kurang kempen derma darah. biasa setiap bulan mesti ada.Quote Tweet
Hasnol Zam Zam Ahmad
@HasnolZamZam
 · Jan 10, 2019
Untuk maklumat program derma darah dan penganjuran kempen derma darah sila layari:
http://pdn.gov.my",,,,,https://pbs.twimg.com/profile_images/771985878986035200/p0GIxfTD_mini.jpg,https://twitter.com/soulkrasty/status/1083540848480968704
345,RTM Malaysia,@RTM_Malaysia,2019-01-10T00:15:12.000Z,"Jadual Kempen Derma Darah 
10 Januari 2019 (Khamis) * Jadual ini tertakluk kepada sebarang bentuk pindaan. Pihak PDN memohon agar para penderma hadir ke lokasi kempen 30 minit sebelum waktu tamat

#jomdermadarah
#darahtakpernahcuti
#BeThe1Donor",,,4.0,4.0,https://pbs.twimg.com/media/Dwgj93IWwAA9LWH?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/1083155258359074816
