UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Patriut,@AminRahim_,2015-07-15T13:54:41.000Z,"Replying to 
@kadtechi@Amieee03 
@twt_malaysia
 @mayazhrdn_ @miss_azide hahah nothing la, just bila u nak derma darah, dia tak tanya kuat merokok ke tak kan",,1,,,,https://twitter.com/AminRahim_/status/621316959682981888
DTN Malaysia,@DTNMalaysia,2015-07-19T19:41:24.000Z,DTN Malaysia: PBSM SMK Ghapor anjur kempen derma darah dan organ pada 25 Julai: KUCHING: Sempena sam-butan Har... http://bit.ly/1Via5F0,,1,,,,https://twitter.com/DTNMalaysia/status/622853767751274496
RTM Malaysia,@RTM_Malaysia,2015-07-24T01:17:51.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my  utk maklumat lanjut.,,,1,,https://pbs.twimg.com/media/CKpFkEFUEAAjZN_?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/624387986201923586
Nur Azmaliza,@_azmaliza,2015-07-26T14:06:29.000Z,"Kajian:
Dlm 1k rakyat Malaysia, dlm 2 orang je yg menderma darah. Punyalah rendah kesedaran rakyat Malaysia tentang kepentingan derma darah.",,1,,1,,https://twitter.com/_azmaliza/status/625306197025906688
Aaduka fairuz sukses,@Aadukafairuz,2015-07-27T02:46:54.000Z,"Next program KEMPEN DERMA DARAH 
juga akan dilaksanakan bersama PERTUBUHAN GERAKAN BENCANA MALAYSIA  serta NGO... http://fb.me/1tQwdjFr6",,,,,,https://twitter.com/Aadukafairuz/status/625497560367648768
Farah Lyana Azhar,@WanFarahLyana,2015-07-26T22:11:41.000Z,Excited nak derma darah esok. Nak tinggal darah kat UK sikit sebelum balik Malaysia haha,,1,1,1,,https://twitter.com/WanFarahLyana/status/625428299032973312
Afiq,@afqzhrdn,2015-08-03T05:51:26.000Z,"01 August 2015 | Kajang

Event derma darah anjuran Gopro Malaysia Club (gpm_official). First time… https://instagram.com/p/56P599H5RM/",,,,,,https://twitter.com/afqzhrdn/status/628080716467818496
hakeem,@KEEMGARY,2015-08-03T15:35:40.000Z,"Replying to 
@irhammas@irhammas
 derma la ais krim ke,chocolate luar negara ke.derma x semestinya duit",,1,,1,,https://twitter.com/KEEMGARY/status/628227743029669888
Irham masiri,@irhammas,2015-08-03T15:36:29.000Z,"@KEEMGARY
 hahaha...derma darah ok je..haha..ana blaja kt malaysia laa..haha",,1,,1,,https://twitter.com/irhammas/status/628227946742853632
Afiq,@afqzhrdn,2015-08-01T07:56:34.000Z, Derma Darah w Gopro Malaysia,☑,1,1,1,https://abs-0.twimg.com/emoji/v2/svg/2611.svg,https://twitter.com/afqzhrdn/status/627387431247962112
Deen,@deen_hotfm,2015-08-01T04:33:36.000Z,Kalau free hari ni boleh join kempen derma darah bersama GoPro Malaysia,,1,5,,https://pbs.twimg.com/media/CLS_EynUMAAmroG?format=jpg&name=900x900,https://twitter.com/deen_hotfm/status/627336351638142976
RTM Malaysia,@RTM_Malaysia,2015-07-30T03:32:31.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my  utk maklumat lanjut.,,,,,https://pbs.twimg.com/media/CLId7dEVEAADbGd?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/626596206811045888
rohanikarimcomm,@DSRKcomms,2015-08-07T03:44:42.000Z,"Majlis Perasmian Kempen Derma Darah Insurans Hayat Cares di 37 lokasi seluruh Malaysia di Kompleks Medan Mara 
@KPWKM",,,6,2,https://pbs.twimg.com/media/CLxtXNlUsAATPAe?format=jpg&name=360x360,https://twitter.com/DSRKcomms/status/629498374731902978
Sukri Eusoff,@RealSukriEusoff,2015-08-04T14:03:10.000Z,"Hai gais! Tahu tak any event derma darah around JB? Share la. Boleh je ke hospital utk derma tpi tak feeling la 
@twt_malaysia
 @WhatsUpJohor",,2,9,2,,https://twitter.com/RealSukriEusoff/status/628566854034919425
Rakyat: KP Gynae Penang,@twt_malaysia,2015-08-04T14:25:08.000Z,"Derma darah in Ipoh people!Quote Tweet
Adamantium
@farahfenast
 · Aug 4, 2015
Replying to @haikuchai
@KushairyMasdi @twt_malaysia ipoh!",,,3,1,https://pbs.twimg.com/profile_images/1318551143757340674/DkSpX58I_mini.jpg,https://twitter.com/twt_malaysia/status/628572380865105920
Rakyat: KP Gynae Penang,@twt_malaysia,2015-08-04T14:11:01.000Z,"Tadi ada org tanya pasal derma darah around JB.

Kalau anyone ada info pasal event derma darah in Ipoh pun bgtau ye!Quote Tweet
Kuchai | #RakyatJagaRakyat
@haikuchai
 · Aug 4, 2015
Replying to @twt_malaysia
@twt_malaysia around Ipoh jugak!",,,,2,https://pbs.twimg.com/profile_images/1326088741518147584/RK6YufYv_mini.jpg,https://twitter.com/twt_malaysia/status/628568827287240704
Rakyat: KP Gynae Penang,@twt_malaysia,2015-08-04T14:05:50.000Z,"Anyone knows anything? :)

(curator selalu teringin nak derma darah, tapi asyik underweight je dulu -.-)Quote Tweet
Sukri Eusoff
@RealSukriEusoff
 · Aug 4, 2015
Hai gais! Tahu tak any event derma darah around JB? Share la. Boleh je ke hospital utk derma tpi tak feeling la @twt_malaysia @WhatsUpJohor",,2,2,1,https://pbs.twimg.com/profile_images/1232896636025626624/azZs231O_mini.jpg,https://twitter.com/twt_malaysia/status/628567524670615552
Sukri Eusoff,@RealSukriEusoff,2015-08-04T14:26:18.000Z,"Replying to 
@twt_malaysia@twt_malaysia
 thank you wei! Gian nak derma darah ni.",,1,,,,https://twitter.com/RealSukriEusoff/status/628572672125853696
SYAMIEYL ツ™,@syamieyl95,2015-08-12T01:48:59.000Z,"JOM jom derma darah.

ANOTHER MALAYSIA BOOK OF RECORD TO ACHIEVE
Little help would make a big… https://instagram.com/p/6Q_T_Nl9EJ/",,,,,,https://twitter.com/syamieyl95/status/631281192902479872
Yousili,@mybar1995,2015-08-11T08:48:07.000Z,"Jom Turun Beramai2 kita Derma Darah Satria Seluruh Politeknik Malaysia
12.08.2015
 9.00Am-5.00Pm 
@twt_polimas",📚 📚,1,3,2,https://abs-0.twimg.com/emoji/v2/svg/1f4da.svg,https://twitter.com/mybar1995/status/631024281451761664
TWTPBU,@twtpbu,2015-08-10T14:15:13.000Z,"#InfoPBU

#DarahSatria jom derma darah! Diseluruh Politeknik Malaysia rabu ni. Sebarkan",,1,4,1,https://pbs.twimg.com/media/CMDZ85PUkAARqkp?format=jpg&name=900x900,https://twitter.com/twtpbu/status/630744211671773184
Jiranmaknap,@azmi_totok,2015-08-11T05:46:15.000Z,"Esuk 12/8/15, jam 9am - 5pm bertempat di politeknik metro jb mengadakan derma darah secara percuma, seluruh malaysia di jemput hadir",,1,3,1,,https://twitter.com/azmi_totok/status/630978515651825664
Farid Amran,@faaarriiid,2015-08-10T15:02:06.000Z,Menteri #Malaysia ni tak boleh elak dari buat statement bodoh. Apa yg cuba Dia dan diorg tunjukkan... Yg masih berdarah biru..derma la darah,,,,,,https://twitter.com/faaarriiid/status/630756011138113536
MPP PKB,@MPPPKB,2015-08-09T06:44:58.000Z,Jom Derma Darah Rabu ni..serentak di seluruh Politeknik Malaysia..dpt kn free gift lpas derma darah ye,,,8,3,https://pbs.twimg.com/media/CL8p3A2UkAApqIx?format=jpg&name=360x360,https://twitter.com/MPPPKB/status/630268514297745408
Aidil,@aidilxshafiq,2015-08-12T05:55:51.000Z,"Replying to 
@AidilSam_@AidilSam_
 derma darah juga ke dil ?",,1,,,,https://twitter.com/aidilxshafiq/status/631343318077583364
Aidil PruBSN Takaful,@AidilSam_,2015-08-12T05:56:43.000Z,"@aidilviennas haah wehh , rini kan smua politeknik malaysia buat program derma darah",,1,,,,https://twitter.com/AidilSam_/status/631343537326428160
PSIS /,@twtpsis,2015-08-12T06:11:48.000Z,"Replying to 
@KhalilahMuzni@KhalilahMuzni
 harini ada program derma darah untk poli seluruh malaysia. Program ni namanya darah satria.",,1,,,,https://twitter.com/twtpsis/status/631347333804863488
Mohd Noh Bin Salleh,@MohdNohSalleh,2015-08-12T08:06:55.000Z,Photo: Hari ni ada aktiviti derma darah kat 33 Politeknik seluruh Malaysia so kalau korang nak menyumbang... http://tmblr.co/Z-wjqx1rpf7CU,,,12,11,,https://twitter.com/MohdNohSalleh/status/631376300813516800
poli METrO jb,@METrOjb,2015-08-11T05:47:45.000Z,"Esuk 12/8/15, jam 9am - 5pm bertempat di politeknik metro jb mengadakan derma darah secara percuma, seluruh malaysia di jemput hadir",,,,,,https://twitter.com/METrOjb/status/630978890278633472
Abdul Rahman,@rahmanbashri,2015-08-17T02:46:36.000Z,"JUM TURUN!!
DERMA DARAH MASJID NEGARA

#dataranmerdeka
#masjidnegara
#haripahlawan
#malaysia
#nationalmosque... http://fb.me/wu9HIbE3",,,,,,https://twitter.com/rahmanbashri/status/633107631461285888
Azmajuwitayuzie,@juwitazabp,2015-08-14T10:52:28.000Z,"Persatuan Soka Gakkai Malaysia, (SGM) Tangkak akan mengadakan kempen derma darah pada 16-8-2015 (Ahad) dari 9.00... http://fb.me/1Vu9GHQ7E",,,,,,https://twitter.com/juwitazabp/status/632142738297782272
KPWKM,@KPWKM,2015-08-17T02:00:56.000Z,Kempen Derma Darah Insurans Hayat Cares di 37 Lokasi Seluruh Malaysia 3 Ogos - 10 Ogos 2015. Dirasmikan Oleh YB... http://fb.me/6XYqjlThU,,,,,,https://twitter.com/KPWKM/status/633096139974160384
Pudin Amir,@Pudin_Amir,2015-08-22T02:06:32.000Z,"Program Derma Darah abc_smd_adv 

disokong oleh ETA @ TV9

#tv9 #malaysia #mediaprima @ Gleneagles… https://instagram.com/p/6qxRTzuaLw/",,,,,,https://twitter.com/Pudin_Amir/status/634909485501423616
RTM Malaysia,@RTM_Malaysia,2015-08-19T08:52:28.000Z,"#Semasa4 Edisi 19 Ogos 2015 (Rabu) 
@JPAMtwiter
 DERMA DARAH TINGKAT SEMANGAT PATRIOTISME https://youtu.be/Le3oi-iHCG0",,,1,,,https://twitter.com/RTM_Malaysia/status/633924481463943168
RTM SARAWAK,@rtm_sarawak,2015-08-20T10:21:45.000Z,"PROGRAM DERMA DARAH SEMPENA HARI ULANGTAHUN KE-49 DIVISYEN PERTAMA INFANTRI MALAYSIA.

20 Ogos - KUCHING :... http://fb.me/4cpEIRhcp",,,,,,https://twitter.com/rtm_sarawak/status/634309337570222080
RTM Malaysia,@RTM_Malaysia,2015-08-19T13:41:05.000Z,"#Nasional8 Edisi 19 Ogos 2015 (Rabu) DERMA DARAH TURUT MEMBANGKITKAN SEMANGAT PATRIOTISME. 
@JPAMtwiter
 https://youtube.com/watch?v=q59ohDjiPH0…",,,,,,https://twitter.com/RTM_Malaysia/status/633997112691134464
LIM LIP ENG,@limlipeng,2015-08-31T02:16:15.000Z,"Saya setuju Malaysia tanah tumpah darah kita. Tetapi mengapa 
@NajibRazak
 menerima derma RM2.6b daripada orang asing?Quote Tweet
Mohd Najib Tun Razak
@NajibRazak
 · Aug 27, 2015
Msia tanah tumpah darah kita, di sini kita dilahirkan, di sini kita membesar, di sinilah dgn takdir Tuhan kita akan bersemadi #sehatisejiwa",,,,,https://pbs.twimg.com/profile_images/1264211657661624320/RrDduT3N_mini.jpg,https://twitter.com/limlipeng/status/638173424041398273
Mohd.Tazli,@Mohd_Tazli,2015-09-03T23:55:51.000Z,"Terima kasih iM4U Derma Darah Satria Politeknik Malaysia PSAS Johan 
@MoheOfficial
 @SinarOnline
 @idrisjusoh",,1,2,,https://pbs.twimg.com/media/COBFkfLVEAAOOqL?format=jpg&name=small,https://twitter.com/Mohd_Tazli/status/639587642112282628
Mamasab Aloya,@nurulshafika8,2015-09-05T04:52:55.000Z,"Derma darah 
 (@ Block B Kediaman Siswa Jaya University Technology Malaysia Kuala Lumpur) https://swarmapp.com/c/kbwRu3RKBcW",🍰 😭 😭,,,,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://twitter.com/nurulshafika8/status/640024788535259136
.,@FarhahWahida,2015-09-09T04:46:20.000Z,"Derma darah (@ Perpustakaan Sultanah Bahiyah in Universiti Utara Malaysia, Kedah) https://swarmapp.com/c/lUXFSdE75b6",,,,,,https://twitter.com/FarhahWahida/status/641472682802941952
Mutiara Iliya,@mutiarailiya,2015-09-12T14:25:57.000Z,"#malaysia - Kren Tumbang: Warga Makkah Berpusu-Pusu Derma Darah: MAKKAH – Ramai penduduk tempat... http://bit.ly/1OJKKyX via 
@mynewshub",,,,,,https://twitter.com/mutiarailiya/status/642705714616537088
Khaliq,@khaliqlah08,2015-09-13T06:28:23.000Z,"Derma darah huhu (@ Fast Track Building in Malaysia, 26400) https://swarmapp.com/c/bCBn0bs13PL",,,,,,https://twitter.com/khaliqlah08/status/642947917905530880
Rakyat: KP Gynae Penang,@twt_malaysia,2015-09-15T18:00:48.000Z,Also working on my coming soon project. Projek Derma Darah. A continous one this time. ,😍,,1,2,https://abs-0.twimg.com/emoji/v2/svg/1f60d.svg,https://twitter.com/twt_malaysia/status/643846943807021056
AzmaN97,@budaxxlolieypop,2015-09-13T03:26:40.000Z,remaja malaysia dengar psal makkah kne musibah hnye tweet #PrayForMakkah  tpy remaja arab dengar je makkah kne musibah terus derma darah :'(,,,,1,,https://twitter.com/budaxxlolieypop/status/642902187064979456
∞,@nv1mm,2015-09-14T14:02:50.000Z,Dajal tak boleh jejak mekah. Kalau kt malaysia ni bukan dajal je toyol derma pocong hijabista vampire hisap darah kawan kawan pun ada #seram,,,,,,https://twitter.com/nv1mm/status/643424671031955456
Pauline Tan,@pauline_sin,2015-09-16T05:26:05.000Z,Kami St John Ambulans Malaysia Kawasan Kota Tinggi akan menganjurkan kempen derma darah pada hari 27 September... http://fb.me/7zl97wrrK,,,,,,https://twitter.com/pauline_sin/status/644019404489928704
Dzhafqim #PerintahKawalanPergerakan #HapusCOVID19,,2015-09-15T09:37:24.000Z,"#KitaSama Hari Malaysia, jon derma darah & alirkan perpaduan anda di Plaza Merdeka, Kuching pada ESOK 10 PAGI-7 MALAM http://astro.com.my/Negaraku",,,,1,,https://twitter.com/dzhafqimmeletop/status/643720261749993472
MeleTOP,@MyMeleTOP,2015-09-16T02:06:20.000Z,"Bersempena dengan Hari Malaysia, jom ke Kempen Derma Darah KitaSama yang akan berlangsung di Plaza… https://instagram.com/p/7rI51oGTZU/",,,5,13,,https://twitter.com/MyMeleTOP/status/643969132778663936
Suudu,@suudumy,2015-09-16T00:00:05.000Z,"Bersempena dengan Hari Malaysia, jom ke Kempen Derma Darah KitaSama yang akan berlangsung di Plaza Merdeka,... http://fb.me/1PPZQ7t8Z",,,,1,,https://twitter.com/suudumy/status/643937360690999296
Maharaja Lawak Mega,@MaharajaLawak,2015-09-16T00:00:05.000Z,"Bersempena dengan Hari Malaysia, jom ke Kempen Derma Darah KitaSama yang akan berlangsung di Plaza Merdeka,... http://fb.me/43OtChioZ",,,1,1,,https://twitter.com/MaharajaLawak/status/643937360087023616
AF Megastar,@AkademiFantasia,2015-09-16T00:00:04.000Z,"Bersempena dengan Hari Malaysia, jom ke Kempen Derma Darah KitaSama yang akan berlangsung di Plaza Merdeka,... http://fb.me/CSRZCtGL",,,,9,,https://twitter.com/AkademiFantasia/status/643937359436849153
ZonLawak,@ZonLawak,2015-09-16T00:00:05.000Z,"Bersempena dengan Hari Malaysia, jom ke Kempen Derma Darah KitaSama yang akan berlangsung di Plaza Merdeka,... http://fb.me/4oBBX1Has",,,,,,https://twitter.com/ZonLawak/status/643937360980377600
Pencetus Ummah,@Pencetus_Ummah,2015-09-16T00:00:05.000Z,"Bersempena dengan Hari Malaysia, jom ke Kempen Derma Darah KitaSama yang akan berlangsung di Plaza Merdeka,... http://fb.me/3u4kJWi0t",,,1,1,,https://twitter.com/Pencetus_Ummah/status/643937359994724352
InTrend,@InTrendMalaysia,2015-09-16T00:33:51.000Z,"Bersempena dengan Hari Malaysia, jom ke Kempen Derma Darah KitaSama yang akan berlangsung di Plaza Merdeka, Kuching!",,,,,https://pbs.twimg.com/media/CO_BVPAUwAANy_T?format=jpg&name=small,https://twitter.com/InTrendMalaysia/status/643945860271771648
Astro Gempak,@Astro_Gempak,2015-09-16T00:00:05.000Z,"Bersempena dengan Hari Malaysia, jom ke Kempen Derma Darah KitaSama yang akan berlangsung di Plaza Merdeka,... http://fb.me/2Qt57qJWi",,,,,,https://twitter.com/Astro_Gempak/status/643937362221920256
اميرول روضوان,@AmirulRuduan,2015-09-30T03:11:43.000Z,"Derma darah (@ Kompleks Siswa, Universiti Malaysia Terengganu in Kuala Terengganu, Terengganu) https://swarmapp.com/c/a86tmYBDHZh",,1,,,,https://twitter.com/AmirulRuduan/status/649059017256517632
iamck achik,@iamck_achik,2015-10-01T23:54:19.000Z,Alhamdulillah. Prihatin kan Malaysia ni. Syukur. #ckbuddies jom kita derma darah. #ckbuddies_charity… https://instagram.com/p/8UGuYZoy_Z/,,,,,,https://twitter.com/iamck_achik/status/649734116435300352
DTN Malaysia,@DTNMalaysia,2015-10-03T17:01:06.000Z,DTN Malaysia: Derma darah ibarat berjuang selamat nyawa orang lain: KUCHING: Kempen menderma darah bukan hanya... http://bit.ly/1PVF9Gv,,,,,,https://twitter.com/DTNMalaysia/status/650354902779064320
JPJ JOHOR,@JPJJohor,2015-10-04T08:06:45.000Z,"Kempen Derma Darah -SKSJ Kluang ;3.10.15.
@KP_JPJ
,
@JPJ_Malaysia
,
@MOTMalaysia
,@SkuadM1JPJ,
@zeekay15",,,5,1,https://pbs.twimg.com/media/CQdVm-XUEAAUCEU?format=jpg&name=small,https://twitter.com/JPJJohor/status/650582819031248896
autumn,@saltysofea,2015-10-17T04:44:25.000Z,Banyak stages derma darah ni. Hopefully this time dapat. Amiiin (@ Blok W Universiti Malaysia Pahang) https://swarmapp.com/c/96AyAMff2Gf,,,,,,https://twitter.com/saltysofea/status/655242941796122624
Menara Kuala Lumpur,@Menara_KL,2015-10-17T01:48:06.000Z,"Jom derma darah! 
#menarakl #kltower #kl #tower #klcity #kualalumpur #malaysia #jomdermadarah… https://instagram.com/p/867rTojEdA/",💉,,,,https://abs-0.twimg.com/emoji/v2/svg/1f489.svg,https://twitter.com/Menara_KL/status/655198568588943360
Tintin,@tinnnnani,2015-10-28T03:24:29.000Z,kelebihan menderma darah di Malaysia. rajin2 lah derma darah lepas ni. sumber http://thestar.com.my/News/Community/2014/08/02/things-you-didnt-know-about-blood-donation-Only-25-Malaysians-are-donors/…,,,,,https://pbs.twimg.com/media/CSX7K31UwAElfjT?format=png&name=small,https://twitter.com/tinnnnani/status/659209090522984452
KKMalaysia,@KKMPutrajaya,2015-11-04T01:43:24.000Z,Pameran & Kempen Derma Darah di Bank Negara Malaysia http://fb.me/1UP9qep4N,,,1,2,,https://twitter.com/KKMPutrajaya/status/661720369527558144
SyasyaZamri,@syasya_zamri,2015-11-18T03:47:57.000Z,"Sedihnya kena reject derma darah
  (@ Library Level 1 in Malacca, Malaysia) https://swarmapp.com/c/fiMPOsfrgpo",😢 💉 💉 😷,,,,https://abs-0.twimg.com/emoji/v2/svg/1f622.svg,https://twitter.com/syasya_zamri/status/666825141578506240
KimHarith,@akengharith,2015-11-23T07:02:28.000Z,"Semua benda nak satu malaysia ye skrg,derma darah satu malaysia,rumah satu malaysia,nasib baik laa takde najib 1malaysia,huru hara jadinya.",,,,,,https://twitter.com/akengharith/status/668686034733928448
Khairul Hafidz,@khairul_hafidz,2015-12-06T06:33:44.000Z,"Isteri serius mahu jadikan saya lebih hipster.

Dia suruh saya beli sweat pants.",,4,79,98,,https://twitter.com/khairul_hafidz/status/673389846006632448
Hun Amree,@ShahizulAmri,2015-12-06T06:37:36.000Z,"@khairul_hafidz
 alhamdulillah. Event Derma Darah Arsenal Malaysia semalam dpt 50 beg. Ada juga darah MU dah bertukar jd darah Arsenal. Haha",,,,1,,https://twitter.com/ShahizulAmri/status/673390815884918784
Arsenal Malaysia,@Arsenal_MY,2015-12-04T03:50:08.000Z,"Program Derma Darah Arsenal Malaysia. Sabtu, 5 Disember 2015. Tesco Extra Shah Alam (sebelah MSU). Jemput semua !!",,,21,6,https://pbs.twimg.com/media/CVWj2FmVEAEXwTA?format=jpg&name=small,https://twitter.com/Arsenal_MY/status/672623896223322113
Arsenal Malaysia,@Arsenal_MY,2015-12-05T01:46:38.000Z,"Selamat pagi Gooners !! Jangan lupa event hari ini. Program Derma Darah Arsenal Malaysia, 11pg - 5.00ptg di Tesco Extra Sect 13.",,1,10,5,,https://twitter.com/Arsenal_MY/status/672955203495182337
Arsenal Malaysia,@Arsenal_MY,2015-12-05T01:53:58.000Z,Program Derma Darah Arsenal Malaysia ini terbuka kepada semua masyarakat. Beritahu kenalan dan saudara mara anda.,,,10,2,,https://twitter.com/Arsenal_MY/status/672957050284994560
Hun Amree,@ShahizulAmri,2015-12-04T03:53:07.000Z,"@NelydiaSenrose
 Program Derma Darah Arsenal Malaysia. Sabtu, 5 Disember 2015. Tesco Extra, Shah Alam (sebelah MSU).",,,,,https://pbs.twimg.com/media/CVWkhO5UEAQDvNN?format=jpg&name=small,https://twitter.com/ShahizulAmri/status/672624646416564224
Hun Amree,@ShahizulAmri,2015-12-04T08:55:55.000Z,"@khairul_hafidz
 Program Derma Darah Arsenal Malaysia. Sabtu, 5 Dis 2015. Tesco Extra Sec 13, Shah Alam (sebelah MSU)",,,3,,https://pbs.twimg.com/media/CVXplwnU4AAGMRv?format=jpg&name=small,https://twitter.com/ShahizulAmri/status/672700848217042944
politeknik@malaysia,politeknik@malaysia,2015-12-08T08:18:21.000Z,Sekitar Program Derma Darah di PKB..usahasama dengan Hospital Universiti Sains Malaysia (HUSM) Kubang Kerian,,,,,,https://twitter.com/politeknik_edu/status/674140946976509952
SWCorp,@swcorp_my,2015-12-09T03:55:20.000Z,"Derma darah - Semulia-mulia sedekah pada 12 Disember 2015 (Sabtu) di Taman Tasik Permaisuri.KPKT Malaysia, JPSPN",,,13,,https://pbs.twimg.com/media/CVwVAv4WcAA4VKr?format=jpg&name=small,https://twitter.com/swcorp_my/status/674437146908991489
Jep Lanfeed,@jep_lanfeed,2015-12-16T12:52:15.000Z,Perak Today Derma darah untuk musim banjir: KOTA BHARU – Hospital Universiti Sains Malaysia (HUSM) Kuba... http://bit.ly/1UyIopX #prkdr,,,,,,https://twitter.com/jep_lanfeed/status/677108981051973634
YeopMFYCerCiter®™,@YeopMFYCerCiter,2015-12-16T12:29:02.000Z,Derma darah untuk musim banjir: KOTA BHARU – Hospital Universiti Sains Malaysia (HUSM) Kubang Kerian ak... http://bit.ly/1UyIopX #PrkDR,,,,,,https://twitter.com/YeopMFYCerCiter/status/677103135412752384
Gaal Ambo 03,@GaalAmbo_03,2015-12-16T12:29:06.000Z,kelat Derma darah untuk musim banjir: KOTA BHARU – Hospital Universiti Sains Malaysia (HUSM) Kubang Kerian aka... http://bit.ly/1UyIopX,,,,,,https://twitter.com/GaalAmbo_03/status/677103152076709889
A,@uoieaeio,2015-12-18T10:49:00.000Z,"TheMalaysianTimes : Perdana Menteri harap lebih ramai rakyat Malaysia derma darah: KUALA LUMPUR, 18 Dis... http://bit.ly/1lW0WFp #Prkdr",,,,,,https://twitter.com/uoieaeio/status/677802739217207296
Mohd Najib Tun Razak,@NajibRazak,2015-12-18T09:03:07.000Z,"Keperluan utk darah di hospital2 Malaysia amat tinggi. Saya harap lbh ramai drpd kita, pergilah ke hospital atau pusat darah utk menderma.",,120,399,293,,https://twitter.com/NajibRazak/status/677776091478548480
Thaya,@tthaya53,2015-12-18T09:25:39.000Z,"@NajibRazak
 saya india boleh ke saya derma darah utk org melayu??kat malaysia kan jadi masalah!!!",,,,,,https://twitter.com/tthaya53/status/677781762810896384
Meluah Jer,@MeluahJ,2015-12-18T09:22:41.000Z,"Replying to 
@NajibRazak@NajibRazak
 ape kate tok jib derma darah dulu tengok negara mane pulak yang nak huhu.. kat malaysia macam tak laku kot.. huhu",,,,,,https://twitter.com/MeluahJ/status/677781015209775104
Utusan Malaysia,@UMonline,2015-12-18T12:30:32.000Z,"Perdana Menteri harap lebih ramai rakyat Malaysia derma darah http://bit.ly/1TTMGXU #BeritaMalaysia #UtusanMalaysia 
@NajibRazak",,,3,5,,https://twitter.com/UMonline/status/677828292288733184
Berita RTM,@beritartm,2015-12-18T12:30:00.000Z,18 Disember - Perdana Menteri Harap Lebih Ramai Rakyat Malaysia Derma Darah http://fb.me/7IMXzpWsh,,,,,,https://twitter.com/beritartm/status/677828154149486592
The Malaysian Times,@TMalaysianTimes,2015-12-18T10:49:18.000Z,Perdana Menteri harap lebih ramai rakyat Malaysia derma darah http://themalaysiantimes.com.my/perdana-menteri-harap-lebih-ramai-rakyat-malaysia-derma-darah/…,,,,,,https://twitter.com/TMalaysianTimes/status/677802815461261312
Gopalakrishnan Kolandai,@kgopala,2015-12-18T10:49:21.000Z,Perdana Menteri harap lebih ramai rakyat Malaysia derma darah http://themalaysiantimes.com.my/perdana-menteri-harap-lebih-ramai-rakyat-malaysia-derma-darah/…,,,,,,https://twitter.com/kgopala/status/677802828056813570
TheRakyatPostBM,@TheRakyatPostBM,2015-12-18T10:42:12.000Z,Najib harap lebih ramai rakyat Malaysia derma darah http://fb.me/4fFaN37lO,,,,,,https://twitter.com/TheRakyatPostBM/status/677801026292813824
NUR RUSYDAH,@NurRusydah,2015-12-24T16:56:40.000Z,"Knp kat Malaysia.. derma darah free? Klo r bbyr msti ramai yg nak derma.. 
#wonderingif
#dermakalike3",😞,,,,https://abs-0.twimg.com/emoji/v2/svg/1f61e.svg,https://twitter.com/NurRusydah/status/680069590609739776
JKN Selangor,@jknselangor,2015-12-31T12:02:33.000Z,"Jom sama-sama derma darah ! 
@SinarOnline
  @kosmo_online
 @501Awani
 @TVAlhijrah114 
@RTM_Malaysia
 @UMonline",,,4,,https://pbs.twimg.com/media/CXjXfWnUMAE9SBm?format=jpg&name=900x900,https://twitter.com/jknselangor/status/682532291747295232
MalaysiaVoluntaryMov,@malaysia_vm,2016-01-15T03:56:46.000Z,"Hahh derma lah darah gais!Quote Tweet
Rose
@missAien13
 · Jan 15, 2016
@Hussnoe @NabihahAimiiiii Hahh derma lah darah gais!!  https://twitter.com/malaysia_vm/status/687838819656183808…",,,1,,https://pbs.twimg.com/profile_images/1193732575224709120/Qp-uNpux_mini.jpg,https://twitter.com/malaysia_vm/status/687845858629402625
Ain,@masnorainn,2016-01-17T02:54:02.000Z,"Derma darah sat (@ Fast Track Building in Malaysia, 26400) https://swarmapp.com/c/50YO92Z5043",,,,1,,https://twitter.com/masnorainn/status/688554844530028546
PusatDarahNegara,@PDNKKM,2016-01-18T01:21:51.000Z,Kempen Derma Darah di UTC KERAMAT Level UG Depan Kedai Rakyat 1 Malaysia dari jam 11.00pg -4.00ptg #jomdermadarah,,,,2,https://pbs.twimg.com/media/CY9xbF4UkAASPU9?format=jpg&name=small,https://twitter.com/PDNKKM/status/688894034354425857
,@_nrsyzwnii,2016-01-17T02:13:48.000Z,"Program derma darah (@ Fast Track Building in Malaysia, 26400 w/ @nabihah_ibrahim) https://swarmapp.com/c/beKMdAzgqPh",🌻,,,1,,https://twitter.com/_nrsyzwnii/status/688544719245303808
PusatDarahNegara,@PDNKKM,2016-01-19T00:45:03.000Z,Kempen Derma Darah di UTC Keramat depan Kedai Rakyat 1 Malaysia bermula jam 11.00 pg hingga 4.00 ptg #jomdermadarah http://fb.me/20qYvSJla,,,1,,,https://twitter.com/PDNKKM/status/689247162769649664
Dr. Rafidah Abdullah,@rafidah72,2016-01-27T00:14:42.000Z,"Program Derma Darah di MHI TV3 sekarang
Jom Malaysia!
#MedTweetMY",,,21,23,,https://twitter.com/rafidah72/status/692138627015544833
